kepler_name,kepoi_name,koi_period,koi_duration,koi_prad,koi_teq,koi_insol,koi_impact,koi_depth,koi_steff,koi_slogg,koi_srad,koi_model_snr,Actual,Predicted,Probability
Kepler-900 b,K01586.01,6.99130452,2.1568,1.95,716.0,62.05,0.74,555.4,4847.0,4.606,0.761,36.3,CONFIRMED,CONFIRMED,0.665
Kepler-933 b,K01710.01,14.20442616,3.898,1.9,602.0,31.1,0.011,800.6,5350.0,4.647,0.678,26.7,CONFIRMED,CONFIRMED,0.66
Kepler-1411 b,K03014.01,86.1160885,6.058,3.11,441.0,8.93,0.016,875.2,6161.0,4.454,1.053,17.8,CONFIRMED,CANDIDATE,0.66
,K05796.01,495.854189,8.65,2.41,230.0,0.67,0.031,548.6,5613.0,4.378,1.044,10.9,FALSE POSITIVE,CANDIDATE,0.66
,K02315.01,22.1334224,2.049,1.76,507.0,15.65,0.025,654.6,5165.0,4.633,0.702,16.3,CANDIDATE,CANDIDATE,0.66
,K02593.02,9.5539134,5.261,0.68,1012.0,247.86,0.142,26.8,6175.0,4.299,1.307,13.1,CANDIDATE,CANDIDATE,0.66
,K02592.01,175.603366,9.543,2.87,348.0,3.46,0.952,506.8,6225.0,4.461,1.009,14.7,CANDIDATE,CANDIDATE,0.66
,K00353.02,30.6528935,4.99,2.86,780.0,87.69,0.682,269.7,6200.0,4.072,1.64,17.4,CANDIDATE,CONFIRMED,0.66
,K01191.01,8.17242644,3.902,3.29,858.0,127.95,0.926,864.3,5705.0,4.499,0.905,37.0,CANDIDATE,CONFIRMED,0.655
Kepler-1383 b,K02906.01,13.9093544,6.765,1.33,928.0,175.14,0.132,86.8,6052.0,4.183,1.424,15.6,CONFIRMED,CONFIRMED,0.655
,K02543.01,1.302017467,1.3692,1.37,1344.0,772.73,0.286,290.5,4948.0,4.508,0.816,21.4,CANDIDATE,CONFIRMED,0.655
,K03878.02,15.3573445,1.634,1.42,729.0,66.65,0.966,117.1,5818.0,4.464,0.986,9.6,CANDIDATE,CANDIDATE,0.655
Kepler-489 b,K00197.01,17.276296682,3.94738,7.31,538.0,19.88,0.085,10458.0,4941.0,4.599,0.738,871.4,CONFIRMED,CONFIRMED,0.655
,K04464.01,4.373570433,0.623,1.23,727.0,66.12,0.1,366.0,4362.0,4.623,0.64,14.5,CANDIDATE,CANDIDATE,0.655
Kepler-67 b,K02115.01,15.72585941,3.8284,2.69,602.0,31.13,0.122,1313.1,5332.0,4.597,0.755,32.7,CONFIRMED,CONFIRMED,0.65
,K05750.01,12.71368909,1.875,1.09,700.0,56.78,0.196,192.2,5715.0,4.586,0.782,9.8,FALSE POSITIVE,CANDIDATE,0.65
Kepler-291 c,K01363.02,5.70070626,1.6408,2.03,1035.0,270.62,0.664,379.8,5993.0,4.489,0.986,15.2,CONFIRMED,CANDIDATE,0.65
,K04523.01,5.68251605,3.479,1.03,1090.0,333.82,0.0,81.2,5753.0,4.319,1.157,9.4,CANDIDATE,CANDIDATE,0.65
,K01211.01,3.00363219,3.732,1.43,1571.0,1441.44,0.727,101.2,6309.0,4.217,1.32,38.5,FALSE POSITIVE,CONFIRMED,0.65
,K01752.01,16.6094904,3.189,1.82,766.0,81.28,0.631,272.9,6047.0,4.395,1.05,12.7,FALSE POSITIVE,CANDIDATE,0.65
,K04152.01,64.1862264,8.485,8.0,839.0,116.97,0.968,507.3,6951.0,3.766,2.758,18.6,CANDIDATE,CANDIDATE,0.65
Kepler-756 b,K01053.01,1.224866441,1.7086,1.54,1741.0,2174.33,0.286,196.0,5553.0,4.32,1.107,21.1,CONFIRMED,CONFIRMED,0.65
,K02303.02,8.93484887,2.579,1.83,1124.0,377.25,0.888,135.9,6688.0,4.304,1.347,9.7,CANDIDATE,CANDIDATE,0.65
Kepler-1448 b,K03261.01,12.27057043,3.002,1.67,811.0,102.25,0.026,295.5,6075.0,4.486,0.969,18.7,CONFIRMED,CONFIRMED,0.645
,K00622.01,155.042265,9.848,26.44,511.0,16.15,0.824,4880.9,4994.0,3.509,3.322,117.9,CANDIDATE,CANDIDATE,0.645
,K04149.02,14.708641,5.394,1.82,862.0,130.5,0.96,130.6,6274.0,4.357,1.232,12.8,CANDIDATE,CANDIDATE,0.645
,K04717.01,216.456055,11.067,3.61,320.0,2.48,0.033,1002.8,5645.0,4.299,1.155,14.2,FALSE POSITIVE,CANDIDATE,0.645
Kepler-1522 b,K03848.01,1.847892736,1.8904,1.51,1374.0,843.8,0.036,323.3,5763.0,4.557,0.842,53.3,CONFIRMED,CONFIRMED,0.645
,K05603.01,341.557931,3.365,6.81,393.0,5.65,0.6746,433.0,5138.0,3.551,3.098,9.6,CANDIDATE,CANDIDATE,0.645
,K01510.01,0.839961456,1.3008,1.63,1455.0,1066.37,0.548,492.9,4932.0,4.618,0.718,35.1,CANDIDATE,CONFIRMED,0.645
Kepler-884 b,K01531.01,5.69919592,2.3906,1.16,964.0,204.18,0.007,159.4,5646.0,4.493,0.932,35.3,CONFIRMED,CONFIRMED,0.645
,K01147.01,2.6827683,2.957,1.19,1551.0,1366.57,0.769,79.8,6180.0,4.262,1.223,26.7,FALSE POSITIVE,CONFIRMED,0.645
,K04273.01,17.3731821,3.36,1.31,901.0,155.73,0.227,71.7,6180.0,4.155,1.54,14.0,CANDIDATE,CANDIDATE,0.64
,K02411.01,11.96407399,4.526,3.21,808.0,100.96,0.903,784.2,5903.0,4.437,0.961,22.9,CANDIDATE,CONFIRMED,0.64
Kepler-1644 b,K06228.01,21.0907909,4.751,1.88,606.0,31.86,0.832,417.6,5723.0,4.546,0.818,19.7,CONFIRMED,CONFIRMED,0.64
,K00892.02,3.96996298,1.1757,1.78,992.0,229.37,0.836,299.2,5121.0,4.457,0.888,15.0,CANDIDATE,CANDIDATE,0.64
,K06115.01,168.66934782,4.07,2.39,878.0,141.6,0.537,421.1,5767.0,4.438,1.0,23.0,CANDIDATE,CANDIDATE,0.635
,K05805.01,525.757041,4.995,11.07,372.0,4.52,0.11,830.2,5277.0,3.495,3.931,14.4,FALSE POSITIVE,CANDIDATE,0.635
Kepler-1024 b,K01950.01,66.4159789,7.061,3.44,376.0,4.71,0.371,2053.2,5383.0,4.603,0.759,33.6,CONFIRMED,CONFIRMED,0.635
,K04317.01,168.84663,9.75,1.45,329.0,2.78,0.1251,215.1,5897.0,4.489,0.992,9.3,FALSE POSITIVE,CANDIDATE,0.635
,K06699.01,2.49904083,2.651,1.04,1258.0,592.18,0.01,128.2,5525.0,4.458,0.93,8.1,FALSE POSITIVE,CANDIDATE,0.635
Kepler-265 e,K01052.03,67.8321638,7.358,2.39,476.0,12.14,0.027,507.8,5839.0,4.327,1.067,15.5,CONFIRMED,CANDIDATE,0.635
,K03199.01,3.88258905,2.741,0.78,1158.0,426.41,0.553,57.8,5780.0,4.438,1.0,13.2,FALSE POSITIVE,CANDIDATE,0.635
Kepler-132 e,K00284.04,110.2867031,4.427,1.41,414.0,6.96,0.675,145.3,5931.0,4.322,1.101,16.4,CONFIRMED,CONFIRMED,0.635
Kepler-1221 b,K02397.01,12.00089667,3.266,1.47,632.0,37.81,0.595,420.7,5195.0,4.598,0.69,20.0,CONFIRMED,CONFIRMED,0.635
,K00651.01,42.55930625,3.0148,5.45,527.0,18.24,0.927,2303.5,6032.0,4.489,0.924,60.9,FALSE POSITIVE,CANDIDATE,0.63
,K01822.01,150.8783198,8.6797,4.37,423.0,7.56,0.022,659.9,5504.0,3.999,1.737,70.6,CANDIDATE,CONFIRMED,0.63
,K04418.01,333.03842,5.948,3.19,247.0,0.89,0.2184,1260.0,5743.0,4.534,0.903,7.0,CANDIDATE,CANDIDATE,0.63
,K08149.01,536.52197,4.458,3.0,273.0,1.31,0.14,293.9,5335.0,3.973,1.794,9.7,FALSE POSITIVE,CANDIDATE,0.63
,K00613.01,5.07442951,4.064,1.38,929.0,175.75,0.53,250.2,5448.0,4.562,0.857,26.7,FALSE POSITIVE,CONFIRMED,0.63
,K03397.01,35.8754482,3.972,2.35,668.0,47.15,0.026,366.7,6559.0,4.357,1.218,12.6,CANDIDATE,CANDIDATE,0.63
,K07957.01,1.886002102,1.021,0.65,1433.0,997.72,0.361,47.4,5793.0,4.485,0.925,7.6,FALSE POSITIVE,CANDIDATE,0.63
,K01573.02,7.136922,2.8005,1.38,956.0,197.05,0.072,221.6,6086.0,4.511,0.921,23.7,CANDIDATE,CONFIRMED,0.625
,K08071.01,313.19875,8.603,1.95,216.0,0.51,0.36,721.0,5254.0,4.618,0.73,9.6,FALSE POSITIVE,CANDIDATE,0.625
Kepler-1238 b,K02437.01,4.14789051,3.829,1.93,1389.0,878.32,0.878,137.6,6150.0,4.223,1.417,16.4,CONFIRMED,CONFIRMED,0.625
,K02935.01,27.8813154,6.346,1.54,681.0,50.86,0.168,209.2,6434.0,4.414,1.055,15.5,CANDIDATE,CANDIDATE,0.625
,K03029.01,18.9763286,2.379,2.24,638.0,39.11,0.922,329.8,5300.0,4.385,0.986,11.0,CANDIDATE,CANDIDATE,0.625
,K04839.01,21.8420304,3.843,2.01,1016.0,251.46,0.208,79.5,6194.0,3.813,2.241,9.5,CANDIDATE,CANDIDATE,0.625
Kepler-267 c,K01078.02,6.877446033,1.3692,2.05,484.0,12.95,0.79,1632.3,3789.0,4.781,0.46,39.6,CONFIRMED,CONFIRMED,0.625
,K08223.01,66.716453,3.855,2.2,402.0,6.18,0.548,626.0,5447.0,4.506,0.859,8.1,CANDIDATE,CANDIDATE,0.625
,K01358.04,2.345863002,1.6795,1.23,997.0,233.38,0.035,316.7,4769.0,4.622,0.714,19.6,CANDIDATE,CONFIRMED,0.625
,K01784.01,5.007414194,1.3584,8.8,1114.0,363.75,0.926,4413.9,5957.0,4.417,1.042,196.6,CANDIDATE,CANDIDATE,0.62
,K03142.01,27.9430245,6.125,2.21,718.0,62.74,0.052,308.6,6468.0,4.363,1.25,12.3,CANDIDATE,CANDIDATE,0.62
,K05456.01,11.8045536,3.195,0.94,660.0,44.76,0.1533,128.9,4971.0,4.482,0.857,7.0,FALSE POSITIVE,CANDIDATE,0.62
,K00337.02,154.607419,9.225,1.56,340.0,3.16,0.0898,279.9,6017.0,4.508,0.931,13.4,CANDIDATE,CANDIDATE,0.62
Kepler-1452 b,K03277.01,42.9136635,5.227,3.19,810.0,101.56,0.403,160.6,6049.0,3.8,2.483,18.2,CONFIRMED,CONFIRMED,0.62
,K07963.01,14.3400358,5.7,0.68,248.0,0.89,0.006,1706.0,3358.0,5.149,0.174,8.0,FALSE POSITIVE,CONFIRMED,0.62
,K05925.01,93.006,2.461,1.97,503.0,15.18,0.4428,125.4,5518.0,3.973,1.742,6.7,CANDIDATE,CANDIDATE,0.62
,K03090.01,3.82223397,1.924,1.05,601.0,30.84,0.725,362.7,3729.0,4.733,0.514,15.9,CANDIDATE,CONFIRMED,0.62
,K05174.01,22.4932751,3.172,6.04,1183.0,463.56,0.1313,152.0,5186.0,3.273,4.98,11.2,CANDIDATE,CANDIDATE,0.62
,K06664.01,14.7639145,3.14,0.93,632.0,37.74,0.016,162.5,5541.0,4.613,0.733,7.7,FALSE POSITIVE,CANDIDATE,0.615
,K04940.01,84.6405853,2.657,1.72,271.0,1.27,0.2541,784.0,4386.0,4.629,0.63,8.2,FALSE POSITIVE,CANDIDATE,0.615
,K04549.01,2.0481582,1.899,1.16,1346.0,773.92,0.179,183.3,5799.0,4.548,0.86,11.7,CANDIDATE,CANDIDATE,0.615
Kepler-1093 c,K02098.02,89.7224125,10.963,2.21,508.0,15.69,0.742,263.7,6429.0,4.241,1.262,25.6,CONFIRMED,CONFIRMED,0.615
,K04242.01,145.786556,4.891,1.82,331.0,2.84,0.133,378.0,5578.0,4.44,0.95,13.9,CANDIDATE,CANDIDATE,0.615
,K04545.01,0.849362238,1.36,0.85,1498.0,1190.04,0.453,114.9,4973.0,4.595,0.788,11.9,CANDIDATE,CANDIDATE,0.615
,K02288.01,38.103908,3.837,4.08,456.0,10.22,0.987,961.1,5250.0,4.522,0.771,20.3,CANDIDATE,CANDIDATE,0.61
Kepler-1498 b,K03432.01,48.0506878,7.999,2.36,564.0,23.9,0.186,274.5,5332.0,4.083,1.453,15.1,CONFIRMED,CONFIRMED,0.61
,K02642.01,15.05028313,1.848,2.46,735.0,69.16,0.3125,615.2,5887.0,4.49,0.989,13.4,FALSE POSITIVE,CANDIDATE,0.61
Kepler-1525 b,K03892.01,2.41660149,1.9699,0.92,1343.0,770.05,0.035,83.6,5705.0,4.444,1.026,33.7,CONFIRMED,CONFIRMED,0.61
,K05036.01,289.490952,3.91,2.87,290.0,1.66,0.1458,773.0,5978.0,4.408,1.032,6.6,FALSE POSITIVE,CANDIDATE,0.61
Kepler-333 c,K01908.02,24.0884178,3.952,1.16,386.0,5.26,0.376,387.2,4213.0,4.669,0.598,21.0,CONFIRMED,CONFIRMED,0.61
,K04827.01,31.1920226,2.849,1.65,521.0,17.43,0.11,447.8,5675.0,4.554,0.777,11.6,CANDIDATE,CANDIDATE,0.61
,K01878.01,40.80957343,3.158,3.44,623.0,35.68,0.949,436.1,6183.0,4.301,1.3,39.3,CANDIDATE,CANDIDATE,0.61
,K02821.01,79.2450351,5.382,3.33,404.0,6.33,0.001,1347.3,5648.0,4.464,0.917,14.4,CANDIDATE,CANDIDATE,0.61
,K03283.01,195.7093855,10.78,2.39,878.0,141.6,0.537,421.1,5767.0,4.438,1.0,23.0,FALSE POSITIVE,CANDIDATE,0.61
,K04938.01,55.180772,9.791,2.37,531.0,18.79,0.306,474.6,6306.0,4.426,1.076,11.5,CANDIDATE,CANDIDATE,0.61
Kepler-30 c,K00806.02,60.32494216,6.6188,12.19,411.0,6.77,0.224,20280.0,5485.0,4.556,0.867,347.2,CONFIRMED,CONFIRMED,0.61
,K01127.03,2.83668931,3.031,1.19,1242.0,562.48,0.33,166.1,5831.0,4.517,0.921,12.1,CANDIDATE,CANDIDATE,0.61
,K04452.01,12.85755895,4.831,1.23,860.0,129.15,0.55,106.5,5860.0,4.276,1.156,14.2,CANDIDATE,CANDIDATE,0.61
Kepler-604 b,K00566.01,25.85499978,3.8737,2.4,637.0,38.81,0.265,610.5,6122.0,4.487,0.964,31.7,CONFIRMED,CONFIRMED,0.61
Kepler-33 b,K00707.05,5.66815821,4.9064,1.85,1336.0,752.7,0.177,119.7,5900.0,4.022,1.694,27.3,CONFIRMED,CONFIRMED,0.61
Kepler-195 c,K00598.02,34.0963441,3.896,1.71,469.0,11.42,0.386,472.7,5320.0,4.589,0.786,21.5,CONFIRMED,CONFIRMED,0.605
Kepler-37 e,K00245.04,51.20690303,8.99,2.39,878.0,141.6,0.537,421.1,5767.0,4.438,1.0,23.0,CONFIRMED,CANDIDATE,0.605
,K08275.01,389.875816,3.336,3.76,207.0,0.44,0.576,2134.0,5289.0,4.588,0.79,8.9,CANDIDATE,CANDIDATE,0.605
,K04210.01,398.40957,11.486,3.33,279.0,1.44,0.1165,880.3,6251.0,4.378,1.119,11.0,FALSE POSITIVE,CANDIDATE,0.605
,K03196.01,4.96061094,2.864,0.59,1272.0,618.99,0.058,20.4,6117.0,4.244,1.298,12.5,CANDIDATE,CANDIDATE,0.605
,K05653.01,188.664098,5.179,2.02,232.0,0.68,0.2033,960.0,4788.0,4.599,0.672,9.4,CANDIDATE,CANDIDATE,0.605
Kepler-1337 b,K02751.01,24.4004378,2.987,2.47,437.0,8.64,0.909,860.5,4583.0,4.606,0.674,20.2,CONFIRMED,CONFIRMED,0.605
,K00403.01,21.05647572,1.238,5.05,732.0,67.74,0.938,1293.6,6156.0,4.381,1.118,52.1,FALSE POSITIVE,CANDIDATE,0.605
,K04772.03,39.0930875,5.687,2.99,602.0,31.11,0.862,476.3,6072.0,4.343,1.193,10.1,FALSE POSITIVE,CANDIDATE,0.6
,K04994.01,528.10984,18.01,0.77,201.0,0.39,0.2535,89.8,5618.0,4.566,0.811,8.4,FALSE POSITIVE,CANDIDATE,0.6
Kepler-936 b,K01717.01,10.56137217,3.2645,2.43,867.0,133.56,0.963,238.4,5610.0,4.316,1.171,21.7,CONFIRMED,CONFIRMED,0.6
,K05960.01,32.4185265,5.154,1.62,687.0,52.7,0.7105,110.7,5622.0,4.044,1.441,7.9,CANDIDATE,CANDIDATE,0.6
,K08145.01,16.9341628,3.94,1.71,798.0,95.78,0.662,207.8,6321.0,4.417,1.125,7.2,FALSE POSITIVE,CANDIDATE,0.6
,K01627.03,3.80675878,2.092,2.75,1574.0,1449.04,0.26,231.9,6068.0,4.04,1.797,10.4,CANDIDATE,CANDIDATE,0.6
,K05192.01,50.55398,6.159,0.94,367.0,4.29,0.1379,199.7,4895.0,4.609,0.687,7.9,CANDIDATE,CANDIDATE,0.6
,K01328.01,80.9669561,2.5276,5.04,364.0,4.14,0.007,4733.0,5611.0,4.61,0.737,52.0,CANDIDATE,CONFIRMED,0.595
,K00396.01,14.591504451,1.1295,36.85,879.0,140.82,1.21,1490.5,5940.0,4.199,1.312,68.0,CANDIDATE,CANDIDATE,0.595
,K02972.02,42.0292298,8.499,2.33,578.0,26.46,0.015,373.7,5850.0,4.297,1.217,14.5,FALSE POSITIVE,CANDIDATE,0.595
Kepler-1210 b,K02368.01,8.07127043,2.393,1.53,856.0,126.94,0.271,318.2,5766.0,4.517,0.853,16.9,CONFIRMED,CONFIRMED,0.595
,K05359.01,2.7200197,1.874,1.53,713.0,61.08,0.0078,869.0,3939.0,4.735,0.527,8.5,CANDIDATE,CANDIDATE,0.595
,K07239.01,8.4804737,6.157,1.85,930.0,176.51,0.33,337.0,6092.0,4.471,0.998,14.5,FALSE POSITIVE,CANDIDATE,0.595
,K00298.02,57.3840375,4.336,1.62,397.0,5.85,0.954,241.7,5250.0,4.541,0.79,22.9,CANDIDATE,CONFIRMED,0.595
Kepler-674 b,K00778.01,2.243380573,1.1196,1.99,822.0,107.6,0.915,821.7,4149.0,4.698,0.564,38.9,CONFIRMED,CONFIRMED,0.595
,K05970.01,151.577009,2.59,3.67,502.0,14.96,0.0653,467.9,6854.0,4.106,1.674,9.3,FALSE POSITIVE,CANDIDATE,0.595
,K04856.01,147.388124,8.781,3.03,356.0,3.78,0.005,909.2,6046.0,4.478,1.007,15.8,CANDIDATE,CANDIDATE,0.595
Kepler-1160 b,K02255.01,7.97033985,2.6675,1.81,839.0,116.77,0.107,490.8,5774.0,4.567,0.818,23.5,CONFIRMED,CONFIRMED,0.595
Kepler-157 d,K00442.03,7.0257409,2.245,1.56,969.0,208.92,0.812,190.7,5767.0,4.389,1.014,21.2,CONFIRMED,CONFIRMED,0.59
Kepler-926 b,K01677.01,52.069002,3.0089,2.92,524.0,17.76,0.275,558.3,5565.0,4.251,1.246,25.6,CONFIRMED,CONFIRMED,0.59
Kepler-443 b,K04745.01,177.668663,9.298,2.32,233.0,0.7,0.772,901.4,4721.0,4.615,0.701,12.7,CONFIRMED,CANDIDATE,0.59
,K05896.01,434.28175,8.14,1.94,212.0,0.48,0.3094,663.1,5544.0,4.529,0.75,12.8,FALSE POSITIVE,CANDIDATE,0.59
,K04811.01,21.7434141,8.143,2.23,799.0,96.15,0.906,154.8,5767.0,4.082,1.497,15.8,CANDIDATE,CONFIRMED,0.59
Kepler-1343 b,K02780.01,3.35184041,1.9855,1.88,1294.0,661.69,0.091,345.3,6198.0,4.464,1.005,20.0,CONFIRMED,CONFIRMED,0.585
Kepler-402 d,K02722.04,8.92114318,3.933,1.27,1006.0,241.79,0.12,110.8,6052.0,4.285,1.202,15.3,CONFIRMED,CONFIRMED,0.585
,K04493.01,2.41795911,2.727,0.53,878.0,140.54,0.145,100.5,4623.0,4.719,0.534,10.1,FALSE POSITIVE,CANDIDATE,0.585
,K06452.01,21.926779,10.05,1.26,618.0,34.52,0.542,198.6,5853.0,4.544,0.868,10.5,FALSE POSITIVE,CANDIDATE,0.585
Kepler-1533 b,K03946.01,308.544422,18.503,3.28,330.0,2.81,0.022,586.8,6325.0,4.274,1.349,56.8,CONFIRMED,CANDIDATE,0.585
,K04457.01,79.334347,10.886,1.56,500.0,14.73,0.652,164.9,6384.0,4.33,1.15,14.6,CANDIDATE,CANDIDATE,0.585
,K02641.01,3.55557922,3.24,0.84,1270.0,615.03,0.269,60.4,5839.0,4.337,1.082,15.5,CANDIDATE,CONFIRMED,0.585
,K04676.01,31.183688,6.14,3.21,876.0,139.27,0.8319,139.8,5947.0,3.814,2.407,7.9,CANDIDATE,CANDIDATE,0.585
,K04862.01,0.903763067,0.562,1.08,1254.0,585.15,0.0938,267.5,4430.0,4.616,0.651,12.6,CANDIDATE,CANDIDATE,0.58
Kepler-1290 b,K02615.01,4.69505576,3.058,1.49,1098.0,343.6,0.204,240.0,5999.0,4.494,0.959,15.9,CONFIRMED,CONFIRMED,0.58
,K04307.01,160.850075,9.427,3.41,413.0,6.87,0.769,428.1,5999.0,4.168,1.507,16.1,CANDIDATE,CANDIDATE,0.58
,K01681.04,21.9139549,3.271,10.39,303.0,2.01,1.2,584.4,3638.0,4.844,0.42,11.8,CANDIDATE,CANDIDATE,0.58
,K06625.01,10.738427243,2.3544,6.96,1137.0,394.4,0.036,1684.2,6180.0,4.007,1.686,112.8,FALSE POSITIVE,CONFIRMED,0.58
,K07197.01,1.74145041,1.712,1.46,1234.0,547.5,0.33,370.6,5238.0,4.598,0.764,10.9,CANDIDATE,CANDIDATE,0.58
Kepler-1342 b,K02778.01,2.21571296,1.8211,1.7,1283.0,638.56,0.796,285.1,5417.0,4.447,0.901,22.1,CONFIRMED,CONFIRMED,0.58
,K02449.01,53.3580444,6.812,3.41,474.0,11.94,0.905,736.1,5481.0,4.369,1.036,19.7,CANDIDATE,CONFIRMED,0.58
,K04329.01,17.8007815,6.547,1.02,816.0,105.04,0.928,44.5,6240.0,4.326,1.252,14.2,CANDIDATE,CANDIDATE,0.58
,K02900.01,46.151253,5.346,2.08,423.0,7.59,0.688,649.0,5204.0,4.525,0.769,17.1,CANDIDATE,CONFIRMED,0.58
,K04584.01,0.614701901,0.947,0.82,1656.0,1779.79,0.2344,131.6,4954.0,4.563,0.724,11.2,FALSE POSITIVE,CANDIDATE,0.58
,K01475.03,4.72941177,2.234,1.22,669.0,47.3,0.236,434.3,4224.0,4.662,0.603,14.6,CANDIDATE,CONFIRMED,0.58
,K07643.01,4.20253859,5.389,0.71,1136.0,394.08,0.937,31.5,5596.0,4.343,1.015,8.8,FALSE POSITIVE,CANDIDATE,0.575
,K03065.01,0.896382269,1.113,1.0,1810.0,2524.81,0.332,136.4,5837.0,4.502,0.843,11.7,CANDIDATE,CANDIDATE,0.575
,K08037.01,3.65034525,1.527,0.72,578.0,26.47,0.289,253.2,3704.0,4.797,0.45,6.0,CANDIDATE,CANDIDATE,0.575
,K04281.01,383.00806,9.71,2.2,235.0,0.72,0.0358,632.1,5750.0,4.538,0.882,7.6,FALSE POSITIVE,CANDIDATE,0.575
,K04366.01,0.762950224,1.133,1.0,1651.0,1763.73,0.197,187.3,5385.0,4.61,0.731,15.8,CANDIDATE,CANDIDATE,0.575
,K04625.01,2.440839436,0.968,21.29,986.0,223.8,1.253,509.5,4803.0,4.623,0.698,14.4,FALSE POSITIVE,CANDIDATE,0.575
,K01803.03,6.238315363,2.501,0.7,746.0,73.27,0.707,82.9,4914.0,4.61,0.724,5.3,FALSE POSITIVE,CANDIDATE,0.575
,K03278.01,88.1804682,5.033,2.78,359.0,3.94,0.026,1138.6,5497.0,4.57,0.839,17.5,FALSE POSITIVE,CANDIDATE,0.575
,K02081.02,589.17968,10.2,4.91,330.0,2.82,0.0431,253.4,5295.0,3.617,3.152,7.7,FALSE POSITIVE,CANDIDATE,0.575
Kepler-405 b,K03057.02,10.61368712,3.498,2.06,785.0,89.65,0.024,559.8,5815.0,4.54,0.877,18.9,CONFIRMED,CONFIRMED,0.575
,K05927.01,436.42852,13.8,1.26,245.0,0.86,0.3772,163.9,5997.0,4.466,0.971,9.2,FALSE POSITIVE,CANDIDATE,0.575
Kepler-697 b,K00844.01,3.709870784,3.0694,4.35,1151.0,415.1,0.023,2020.3,5727.0,4.463,0.978,116.1,CONFIRMED,CONFIRMED,0.575
,K06279.01,1.89129338,5.677,0.42,1152.0,416.87,0.373,33.8,4986.0,4.558,0.733,15.1,FALSE POSITIVE,CANDIDATE,0.575
Kepler-1625 b,K05084.01,287.377314,18.821,11.67,350.0,3.56,0.015,4376.9,5548.0,3.964,1.793,60.4,CONFIRMED,CANDIDATE,0.575
,K05933.01,236.506437,5.004,10.37,480.0,12.54,0.1474,744.4,5066.0,3.414,3.9,10.6,FALSE POSITIVE,CANDIDATE,0.575
Kepler-1629 b,K05447.02,3.87594316,2.314,0.68,1081.0,323.21,0.025,58.6,5713.0,4.541,0.893,14.2,CONFIRMED,CANDIDATE,0.57
,K02859.04,2.90512019,2.293,0.57,1075.0,314.96,0.417,61.2,5374.0,4.555,0.721,13.2,CANDIDATE,CANDIDATE,0.57
Kepler-1427 b,K03106.01,0.968980781,1.517,1.08,1844.0,2730.51,0.065,118.5,5866.0,4.473,1.0,12.8,CONFIRMED,CANDIDATE,0.57
,K05941.01,44.7060191,0.25,60.47,465.0,11.01,1.6552,292.0,5509.0,4.482,0.811,6.6,CANDIDATE,CANDIDATE,0.57
,K05755.01,388.67155,11.701,1.49,210.0,0.46,0.0576,371.3,5354.0,4.587,0.788,10.1,FALSE POSITIVE,CANDIDATE,0.57
Kepler-1220 b,K02392.01,7.42697378,3.206,1.4,899.0,154.52,0.337,205.2,5573.0,4.434,0.982,15.4,CONFIRMED,CANDIDATE,0.57
Kepler-1391 b,K02943.01,54.4099612,9.314,1.56,513.0,16.35,0.157,193.0,5746.0,4.309,1.133,20.8,CONFIRMED,CONFIRMED,0.57
,K05143.01,19.93826636,1.77,2.39,878.0,141.6,0.537,421.1,5767.0,4.438,1.0,23.0,FALSE POSITIVE,CANDIDATE,0.57
,K00945.03,66.789347,4.08,2.07,490.0,13.61,0.667,358.5,6297.0,4.448,1.031,9.5,FALSE POSITIVE,CANDIDATE,0.57
,K07864.01,117.934158,9.25,3.76,648.0,41.73,0.658,187.5,6790.0,3.822,2.597,12.9,FALSE POSITIVE,CANDIDATE,0.57
,K03503.02,31.8245304,4.17,0.8,589.0,28.37,0.681,79.0,6338.0,4.545,0.847,7.7,CANDIDATE,CANDIDATE,0.57
Kepler-1113 b,K02134.01,42.3006282,4.372,2.54,558.0,22.94,0.269,507.9,5852.0,4.353,1.129,23.8,CONFIRMED,CONFIRMED,0.565
,K08144.01,315.81065,23.66,1.82,212.0,0.47,0.094,541.6,4875.0,4.514,0.81,11.6,FALSE POSITIVE,CANDIDATE,0.565
,K04267.01,2.20829637,2.841,1.36,1709.0,2016.25,0.205,87.9,6028.0,4.189,1.454,12.0,CANDIDATE,CANDIDATE,0.565
Kepler-305 c,K01563.02,8.29084167,3.613,3.21,728.0,66.47,0.929,1033.9,5103.0,4.562,0.787,34.7,CONFIRMED,CONFIRMED,0.565
,K05027.01,62.312419,5.561,6.15,838.0,116.69,0.3683,123.0,4999.0,3.243,5.615,9.1,CANDIDATE,CANDIDATE,0.565
,K00900.01,13.81020318,3.048,4.56,833.0,113.75,0.791,1309.7,5942.0,4.327,1.142,46.2,CANDIDATE,CANDIDATE,0.565
Kepler-1611 b,K04510.01,5.17624997,5.261,1.31,1243.0,565.42,0.097,78.7,5578.0,4.088,1.497,13.4,CONFIRMED,CANDIDATE,0.565
,K01258.03,148.272013,4.192,4.3,321.0,2.51,0.883,1707.4,5717.0,4.538,0.884,21.8,CANDIDATE,CANDIDATE,0.565
Kepler-1424 b,K03093.01,29.6099055,7.433,1.74,629.0,37.12,0.984,120.1,5812.0,4.329,1.122,14.3,CONFIRMED,CANDIDATE,0.56
